Date,Location of Dumpster,Frequency of Waste Collection (days),Volume of Waste Collected (Tonnes),Volume of Waste Collected (Kg),Types of Waste,Operational Schedule
2023-02-16,MDS,1,0.023790247386821693,26.68903455593501,MSW,Thursday
2023-02-17,Owode ede,1,0.020860250375831085,10.461372105371009,MSW,Friday
2023-02-17,Abere,1,0.022711701985957098,24.827807758360244,MSW,Friday
2023-02-17,Old Garage,1,0.03337623891656873,17.228371659387903,MSW,Friday
2023-02-17,Alekuwodo,1,0.01102412242790302,32.67828923666745,MSW,Friday
2023-02-17,Odi olowo,1,0.024352822845228862,16.040874381805793,MSW,Friday
2023-02-17,Ilesha Garage,1,0.034992950697276225,38.86698412069221,MSW,Friday
2023-02-17,Ilesha Road,1,0.02725856119310812,29.095315728470702,MSW,Friday
2023-02-17,Oja Oba,1,0.03299593955349838,30.112056547520638,MSW,Friday
2023-02-17,Station Road,1,0.016145705737157665,27.4925283720995,MSW,Friday
2023-02-17,Dada Estate,1,0.019702034676698683,19.723680128127818,MSW,Friday
2023-02-17,Dele Yes Sir,1,0.03668789796938973,39.8068923485787,MSW,Friday
2023-02-17,West Byebass,1,0.014792730280325527,19.747410342269706,MSW,Friday
2023-02-17,Testing Ground,1,0.018783568841464225,26.030737479702594,MSW,Friday
2023-02-17,Stadium,1,0.039411452991507334,22.45706520632048,MSW,Friday
2023-02-17,Power Line,1,0.037003724342161703,35.40661905822903,MSW,Friday
2023-02-17,Kobo,1,0.014965206493314367,21.815607443293533,MSW,Friday
2023-02-17,Ota Efun,1,0.018744008242370797,19.264420416539245,MSW,Friday
2023-02-17,Aregbe,1,0.039612201655132843,31.40436342440321,MSW,Friday
2023-02-17,Igbona,1,0.022761316409082986,38.778606351463296,MSW,Friday
2023-02-17,MDS,1,0.026287800862514248,27.070328007449007,MSW,Friday
2023-02-18,Owode ede,1,0.03319948449405928,38.75279682116536,MSW,Saturday
2023-02-18,Abere,1,0.029850351768361358,27.075326038212847,MSW,Saturday
2023-02-18,Old Garage,1,0.023764653036991205,21.503917090599906,MSW,Saturday
2023-02-18,Alekuwodo,1,0.03814873261549874,22.95583155418572,MSW,Saturday
2023-02-18,Odi olowo,1,0.02863249297203014,38.950485004835244,MSW,Saturday
2023-02-18,Ilesha Garage,1,0.02584623288257032,30.048865763415854,MSW,Saturday
2023-02-18,Ilesha Road,1,0.021383542149134807,22.716980548886834,MSW,Saturday
2023-02-18,Oja Oba,1,0.025120251708656643,32.30656925444887,MSW,Saturday
2023-02-18,Station Road,1,0.02096318541498319,26.62570973681506,MSW,Saturday
2023-02-18,Dada Estate,1,0.017679407939612875,21.40469780003948,MSW,Saturday
2023-02-18,Dele Yes Sir,1,0.035132199540147735,35.20432241847637,MSW,Saturday
2023-02-18,West Byebass,1,0.034212808441523336,11.038638040992705,MSW,Saturday
2023-02-18,Testing Ground,1,0.012305476045664404,24.107215283305408,MSW,Saturday
2023-02-18,Stadium,1,0.03306166202957089,36.02630452890642,MSW,Saturday
2023-02-18,Power Line,1,0.017023354095986223,38.45153707495869,MSW,Saturday
2023-02-18,Kobo,1,0.020516513996965316,31.344931085758013,MSW,Saturday
2023-02-18,Ota Efun,1,0.028800536947245672,36.68719353008008,MSW,Saturday
2023-02-18,Aregbe,1,0.02607044299541536,30.76432026658699,MSW,Saturday
2023-02-18,Igbona,1,0.011802525870506831,13.183818830789436,MSW,Saturday
2023-02-18,MDS,1,0.029843247809262584,31.509841116271136,MSW,Saturday
2023-02-19,Owode ede,1,0.02155150443487805,35.173476950436346,MSW,Sunday
2023-02-19,Abere,1,0.02508472317791429,35.615406409561054,MSW,Sunday
2023-02-19,Old Garage,1,0.01006849432850802,32.60677615009186,MSW,Sunday
2023-02-19,Alekuwodo,1,0.028212071441916488,15.804280416024788,MSW,Sunday
2023-02-19,Odi olowo,1,0.02283023208246137,23.366035119576196,MSW,Sunday
2023-02-19,Ilesha Garage,1,0.02594632535416485,20.763939316641203,MSW,Sunday
2023-02-19,Ilesha Road,1,0.031132054460448318,16.053231188458412,MSW,Sunday
2023-02-19,Oja Oba,1,0.01041677239351621,36.28958081617357,MSW,Sunday
2023-02-19,Station Road,1,0.027412766650057888,37.67034356477811,MSW,Sunday
2023-02-19,Dada Estate,1,0.014956208140238842,28.544988957981065,MSW,Sunday
2023-02-19,Dele Yes Sir,1,0.036344177415065584,23.705346307010192,MSW,Sunday
2023-02-19,West Byebass,1,0.039463442512663024,13.200018292879268,MSW,Sunday
2023-02-19,Testing Ground,1,0.01990699680260965,30.997582859848293,MSW,Sunday
2023-02-19,Stadium,1,0.021541756304228665,22.199194482448476,MSW,Sunday
2023-02-19,Power Line,1,0.039108437079181116,16.44021115148092,MSW,Sunday
2023-02-19,Kobo,1,0.02827190268799685,35.64556284132356,MSW,Sunday
2023-02-19,Ota Efun,1,0.026015079172085356,11.724921769444686,MSW,Sunday
2023-02-19,Aregbe,1,0.037398380311567905,19.315573169588554,MSW,Sunday
2023-02-19,Igbona,1,0.030913236767187595,35.9714436058476,MSW,Sunday
2023-02-19,MDS,1,0.0113551963589465,19.675839909206836,MSW,Sunday
2023-02-20,Owode ede,1,0.01709704821299915,31.490345679504326,MSW,Monday
2023-02-20,Abere,1,0.02635889648827812,14.687919401676298,MSW,Monday
2023-02-20,Old Garage,1,0.03795388258694805,13.332711439580477,MSW,Monday
2023-02-20,Alekuwodo,1,0.02360871200777772,36.076912539264335,MSW,Monday
2023-02-20,Odi olowo,1,0.023278593759535733,31.722111523519647,MSW,Monday
2023-02-20,Ilesha Garage,1,0.03561877914578904,39.82878570053782,MSW,Monday
2023-02-20,Ilesha Road,1,0.037973274177217055,28.19532140608274,MSW,Monday
2023-02-20,Oja Oba,1,0.024496524944054285,22.65408325450443,MSW,Monday
2023-02-20,Station Road,1,0.030676416791288012,25.38646095204566,MSW,Monday
2023-02-20,Dada Estate,1,0.015271040300562566,26.833128206317834,MSW,Monday
2023-02-20,Dele Yes Sir,1,0.026847532433264307,38.20825746436959,MSW,Monday
2023-02-20,West Byebass,1,0.03789637578808672,25.709620120375824,MSW,Monday
2023-02-20,Testing Ground,1,0.01656227733466115,22.60731058558673,MSW,Monday
2023-02-20,Stadium,1,0.024898870021423207,14.03057667829732,MSW,Monday
2023-02-20,Power Line,1,0.014451240048692412,10.167518891291627,MSW,Monday
2023-02-20,Kobo,1,0.034402034259536314,30.00098652238278,MSW,Monday
2023-02-20,Ota Efun,1,0.03185593529876059,11.526159516951877,MSW,Monday
2023-02-20,Aregbe,1,0.012028295561443698,25.122441000311504,MSW,Monday
2023-02-20,Igbona,1,0.0347838531155697,12.469077640233966,MSW,Monday
2023-02-20,MDS,1,0.021758995434537073,31.47802268290458,MSW,Monday
2023-02-21,Owode ede,1,0.028661381322586985,10.18055971602243,MSW,Tuesday
2023-02-21,Abere,1,0.032410616295492536,35.389081532560695,MSW,Tuesday
2023-02-21,Old Garage,1,0.0264891450380755,31.550539694413335,MSW,Tuesday
2023-02-21,Alekuwodo,1,0.026821292960876056,26.582466427015234,MSW,Tuesday
2023-02-21,Odi olowo,1,0.013903759081317066,21.37040876527786,MSW,Tuesday
2023-02-21,Ilesha Garage,1,0.025382923045155034,27.97978127853435,MSW,Tuesday
2023-02-21,Ilesha Road,1,0.039486317519951165,18.525365316955238,MSW,Tuesday
2023-02-21,Oja Oba,1,0.011342271111357567,35.901323031925656,MSW,Tuesday
2023-02-21,Station Road,1,0.02129982813679556,15.594041363386975,MSW,Tuesday
2023-02-21,Dada Estate,1,0.03167074654456404,36.804617505445265,MSW,Tuesday
2023-02-21,Dele Yes Sir,1,0.020512917352524564,20.09544102826515,MSW,Tuesday
2023-02-21,West Byebass,1,0.01761396896021165,39.34836083477403,MSW,Tuesday
2023-02-21,Testing Ground,1,0.013883779640313744,30.140852170709028,MSW,Tuesday
2023-02-21,Stadium,1,0.03321023166550679,34.70381229068818,MSW,Tuesday
2023-02-21,Power Line,1,0.0128017347425847,34.646604787479845,MSW,Tuesday
2023-02-21,Kobo,1,0.026536972712629857,19.944266469787767,MSW,Tuesday
2023-02-21,Ota Efun,1,0.027168862561276694,24.381198314335236,MSW,Tuesday
2023-02-21,Aregbe,1,0.02152836365899132,35.70442389556621,MSW,Tuesday
2023-02-21,Igbona,1,0.035060405350479114,20.412161342763127,MSW,Tuesday
2023-02-21,MDS,1,0.02674234770260782,34.78519699206919,MSW,Tuesday
2023-02-22,Owode ede,1,0.03898989298025265,23.147324162458244,MSW,Wednesday
2023-02-22,Abere,1,0.03786680126943988,21.632042274600987,MSW,Wednesday
2023-02-22,Old Garage,1,0.03633901811826063,21.559827008495546,MSW,Wednesday
2023-02-22,Alekuwodo,1,0.017765537603478432,32.25096933280121,MSW,Wednesday
2023-02-22,Odi olowo,1,0.014758299323593054,29.0363894192787,MSW,Wednesday
2023-02-22,Ilesha Garage,1,0.035478349846680045,14.2447877477588,MSW,Wednesday
2023-02-22,Ilesha Road,1,0.027792252040987057,34.10822305515936,MSW,Wednesday
2023-02-22,Oja Oba,1,0.03702756591739796,35.08881809925893,MSW,Wednesday
2023-02-22,Station Road,1,0.011656711562783926,19.33393600211676,MSW,Wednesday
2023-02-22,Dada Estate,1,0.014936102273566272,12.850127858798524,MSW,Wednesday
2023-02-22,Dele Yes Sir,1,0.024424719908965782,31.305858318500093,MSW,Wednesday
2023-02-22,West Byebass,1,0.015589054887584988,33.37920958189318,MSW,Wednesday
2023-02-22,Testing Ground,1,0.011035495520129062,16.241888657624983,MSW,Wednesday
2023-02-22,Stadium,1,0.030506794471869957,27.697201141558317,MSW,Wednesday
2023-02-22,Power Line,1,0.022182247578063106,18.478549333351033,MSW,Wednesday
2023-02-22,Kobo,1,0.02488240361281537,17.033269364152346,MSW,Wednesday
2023-02-22,Ota Efun,1,0.027046752043908356,26.552517117039653,MSW,Wednesday
2023-02-22,Aregbe,1,0.038351474053369916,13.4673630511227,MSW,Wednesday
2023-02-22,Igbona,1,0.023867593952680483,38.663653628127754,MSW,Wednesday
2023-02-22,MDS,1,0.02781536791425162,19.07563689716907,MSW,Wednesday
2023-02-23,Owode ede,1,0.019104003964831758,31.72990965475999,MSW,Thursday
2023-02-23,Abere,1,0.028490854673532053,12.968419197903872,MSW,Thursday
2023-02-23,Old Garage,1,0.03265976972996553,14.651166703489114,MSW,Thursday
2023-02-23,Alekuwodo,1,0.018276799294828047,18.553869017975803,MSW,Thursday
2023-02-23,Odi olowo,1,0.0247141210315459,14.45807314569511,MSW,Thursday
2023-02-23,Ilesha Garage,1,0.02317455962022512,23.47278308163879,MSW,Thursday
2023-02-23,Ilesha Road,1,0.029905076069541847,11.556737743041994,MSW,Thursday
2023-02-23,Oja Oba,1,0.025731234385525603,18.138958165536735,MSW,Thursday
2023-02-23,Station Road,1,0.01935273441822562,27.21325663490514,MSW,Thursday
2023-02-23,Dada Estate,1,0.028900029776799945,20.247228360052006,MSW,Thursday
2023-02-23,Dele Yes Sir,1,0.023345374733458754,17.934031802213305,MSW,Thursday
2023-02-23,West Byebass,1,0.012753655740925166,38.64930874788664,MSW,Thursday
2023-02-23,Testing Ground,1,0.013484558903848915,35.94774160071729,MSW,Thursday
2023-02-23,Stadium,1,0.023980510862175154,19.00704347258492,MSW,Thursday
2023-02-23,Power Line,1,0.011593019783980026,39.837189633919316,MSW,Thursday
2023-02-23,Kobo,1,0.016743842201727515,33.67077318569815,MSW,Thursday
2023-02-23,Ota Efun,1,0.012656456136906354,36.279338542670345,MSW,Thursday
2023-02-23,Aregbe,1,0.03888194688451759,20.88941013224313,MSW,Thursday
2023-02-23,Igbona,1,0.024614975720580648,21.784760752111282,MSW,Thursday
2023-02-23,MDS,1,0.021000554953204627,39.44563625229101,MSW,Thursday
2023-02-24,Owode ede,1,0.011841842064696136,28.369679661760035,MSW,Friday
2023-02-24,Abere,1,0.011255395892047626,20.00077630148681,MSW,Friday
2023-02-24,Old Garage,1,0.024085241273317792,11.890151774430239,MSW,Friday
2023-02-24,Alekuwodo,1,0.03498526706439943,25.085466708844073,MSW,Friday
2023-02-24,Odi olowo,1,0.02536688690344647,32.02639026119969,MSW,Friday
2023-02-24,Ilesha Garage,1,0.022993167447979225,26.4643487014834,MSW,Friday
2023-02-24,Ilesha Road,1,0.03942736687632301,33.0352689464724,MSW,Friday
2023-02-24,Oja Oba,1,0.022938972306814194,38.61585681756929,MSW,Friday
2023-02-24,Station Road,1,0.034085664494698735,38.76298989355564,MSW,Friday
2023-02-24,Dada Estate,1,0.012091839391311674,23.000692965663802,MSW,Friday
2023-02-24,Dele Yes Sir,1,0.02480592881047334,11.851672176856006,MSW,Friday
2023-02-24,West Byebass,1,0.01560845695281387,23.880324132150847,MSW,Friday
2023-02-24,Testing Ground,1,0.01667576622711,13.468164440339066,MSW,Friday
2023-02-24,Stadium,1,0.020039296141225103,39.6244574329839,MSW,Friday
2023-02-24,Power Line,1,0.025768929113525692,30.87429199042356,MSW,Friday
2023-02-24,Kobo,1,0.03002626220451074,35.726524891150795,MSW,Friday
2023-02-24,Ota Efun,1,0.027017835178440183,36.21521786785418,MSW,Friday
2023-02-24,Aregbe,1,0.020717509713377314,30.687143950798514,MSW,Friday
2023-02-24,Igbona,1,0.025474456043210955,10.708959635754056,MSW,Friday
2023-02-24,MDS,1,0.017084863993890018,12.697882224978951,MSW,Friday
2023-02-25,Owode ede,1,0.010720023560983508,18.107299463906905,MSW,Saturday
2023-02-25,Abere,1,0.019351683915371343,25.80914572011155,MSW,Saturday
2023-02-25,Old Garage,1,0.03462832290291051,14.993393355247461,MSW,Saturday
2023-02-25,Alekuwodo,1,0.014954416777384592,38.65856487317478,MSW,Saturday
2023-02-25,Odi olowo,1,0.0357626044636099,24.59901922030871,MSW,Saturday
2023-02-25,Ilesha Garage,1,0.03713479239307054,16.21004634111704,MSW,Saturday
2023-02-25,Ilesha Road,1,0.014186981347223196,21.736123168620043,MSW,Saturday
2023-02-25,Oja Oba,1,0.021736313078126946,32.06981700817778,MSW,Saturday
2023-02-25,Station Road,1,0.03659127630355092,21.28803462197302,MSW,Saturday
2023-02-25,Dada Estate,1,0.02587446521911329,21.335458436215248,MSW,Saturday
2023-02-25,Dele Yes Sir,1,0.013355139711795895,18.301327340819228,MSW,Saturday
2023-02-25,West Byebass,1,0.024644817551986446,25.795701227911266,MSW,Saturday
2023-02-25,Testing Ground,1,0.010550314899505411,23.130925890295927,MSW,Saturday
2023-02-25,Stadium,1,0.03995436670997938,11.05098211682861,MSW,Saturday
2023-02-25,Power Line,1,0.03660654122736549,33.15377157487575,MSW,Saturday
2023-02-25,Kobo,1,0.0247890254013885,34.71818619760191,MSW,Saturday
2023-02-25,Ota Efun,1,0.03627385870980768,29.684852614496087,MSW,Saturday
2023-02-25,Aregbe,1,0.0327675328645079,24.94280752897469,MSW,Saturday
2023-02-25,Igbona,1,0.012431562092674967,10.65972823416056,MSW,Saturday
2023-02-25,MDS,1,0.014589214253798163,33.90808331704183,MSW,Saturday
2023-02-26,Owode ede,1,0.0322011553157934,30.77120167537387,MSW,Sunday
2023-02-26,Abere,1,0.032928290951925475,25.25455890754253,MSW,Sunday
2023-02-26,Old Garage,1,0.03795801411801587,25.388769787036807,MSW,Sunday
2023-02-26,Alekuwodo,1,0.01805924785983927,24.53861867822134,MSW,Sunday
2023-02-26,Odi olowo,1,0.018090541331159178,26.094326692594915,MSW,Sunday
2023-02-26,Ilesha Garage,1,0.021512600116366715,28.474657718232663,MSW,Sunday
2023-02-26,Ilesha Road,1,0.03751765804513109,23.29470863935285,MSW,Sunday
2023-02-26,Oja Oba,1,0.02250978143818095,31.31756957172052,MSW,Sunday
2023-02-26,Station Road,1,0.023621116352958254,30.060426933184313,MSW,Sunday
2023-02-26,Dada Estate,1,0.037925174162024275,11.219720640499396,MSW,Sunday
2023-02-26,Dele Yes Sir,1,0.034210568526332516,19.35585667709214,MSW,Sunday
2023-02-26,West Byebass,1,0.02919931096558699,10.635910096694277,MSW,Sunday
2023-02-26,Testing Ground,1,0.03347289501284466,30.18028875560934,MSW,Sunday
2023-02-26,Stadium,1,0.0217658459834006,34.58031921244263,MSW,Sunday
2023-02-26,Power Line,1,0.02049451075085551,33.14475119791672,MSW,Sunday
2023-02-26,Kobo,1,0.015356445397140536,37.74016062332521,MSW,Sunday
2023-02-26,Ota Efun,1,0.027130643080418446,20.28208588959562,MSW,Sunday
2023-02-26,Aregbe,1,0.022350837491307972,24.57700689231006,MSW,Sunday
2023-02-26,Igbona,1,0.03201017089893909,22.88262604277527,MSW,Sunday
2023-02-26,MDS,1,0.012656639760136538,33.473581720836016,MSW,Sunday
2023-02-27,Owode ede,1,0.03496187471256521,25.091532743066644,MSW,Monday
2023-02-27,Abere,1,0.03375328977464791,28.838150611762543,MSW,Monday
2023-02-27,Old Garage,1,0.026626204178389075,22.072364225658387,MSW,Monday
2023-02-27,Alekuwodo,1,0.028315238526014495,19.99858727087036,MSW,Monday
2023-02-27,Odi olowo,1,0.02165959616021381,27.404885518967433,MSW,Monday
2023-02-27,Ilesha Garage,1,0.02459234522512036,20.336412382687076,MSW,Monday
2023-02-27,Ilesha Road,1,0.027594323404093582,32.495163255647185,MSW,Monday
2023-02-27,Oja Oba,1,0.021999182340818917,35.243838222275016,MSW,Monday
2023-02-27,Station Road,1,0.03897259563802689,22.875969768845447,MSW,Monday
2023-02-27,Dada Estate,1,0.02468419904352743,13.197969108286944,MSW,Monday
2023-02-27,Dele Yes Sir,1,0.02891553147939941,15.845051133197824,MSW,Monday
2023-02-27,West Byebass,1,0.038976292312585266,35.722558274447266,MSW,Monday
2023-02-27,Testing Ground,1,0.038769223500338935,29.11245302038187,MSW,Monday
2023-02-27,Stadium,1,0.028892275855603992,24.66298512197428,MSW,Monday
2023-02-27,Power Line,1,0.024926736936889547,27.945540827811886,MSW,Monday
2023-02-27,Kobo,1,0.029528686675584642,27.15822549882389,MSW,Monday
2023-02-27,Ota Efun,1,0.014516459548549843,37.800203725938076,MSW,Monday
2023-02-27,Aregbe,1,0.02000463277440371,24.045112425036876,MSW,Monday
2023-02-27,Igbona,1,0.03080734468251726,27.14108833804945,MSW,Monday
2023-02-27,MDS,1,0.03407524278286827,23.840974913042412,MSW,Monday
2023-02-28,Owode ede,1,0.01432753467946607,14.300524259975607,MSW,Tuesday
2023-02-28,Abere,1,0.015486161900055802,15.613910753850853,MSW,Tuesday
2023-02-28,Old Garage,1,0.014404764372163426,35.17729336861942,MSW,Tuesday
2023-02-28,Alekuwodo,1,0.03209400597493744,13.966980372943063,MSW,Tuesday
2023-02-28,Odi olowo,1,0.012105369427475655,30.23526770656673,MSW,Tuesday
2023-02-28,Ilesha Garage,1,0.03997288317370358,39.18048364617218,MSW,Tuesday
2023-02-28,Ilesha Road,1,0.025809706974071207,32.815837358789494,MSW,Tuesday
2023-02-28,Oja Oba,1,0.03373477229713749,17.520566533761066,MSW,Tuesday
2023-02-28,Station Road,1,0.0342908925262421,17.909147458547128,MSW,Tuesday
2023-02-28,Dada Estate,1,0.016907941531468382,34.25022139267646,MSW,Tuesday
2023-02-28,Dele Yes Sir,1,0.027777177512471316,28.47053674680506,MSW,Tuesday
2023-02-28,West Byebass,1,0.017926900592250036,31.611322711336257,MSW,Tuesday
2023-02-28,Testing Ground,1,0.03955211698680001,12.333813078928118,MSW,Tuesday
2023-02-28,Stadium,1,0.03260179340257564,30.261967313249702,MSW,Tuesday
2023-02-28,Power Line,1,0.01894607247429792,22.72359492168555,MSW,Tuesday
2023-02-28,Kobo,1,0.027083629984046953,31.572218736396735,MSW,Tuesday
2023-02-28,Ota Efun,1,0.0328900761520435,11.428677236676615,MSW,Tuesday
2023-02-28,Aregbe,1,0.03351382707831473,24.19475746271022,MSW,Tuesday
2023-02-28,Igbona,1,0.029844124858754553,10.551550511009477,MSW,Tuesday
2023-02-28,MDS,1,0.032853276278656515,11.054561190243072,MSW,Tuesday
2023-03-01,Owode ede,1,0.031247797346432432,20.38983137794722,MSW,Wednesday
2023-03-01,Abere,1,0.03971279152150747,24.44535251176662,MSW,Wednesday
2023-03-01,Old Garage,1,0.012803512051314638,36.17836280163746,MSW,Wednesday
2023-03-01,Alekuwodo,1,0.03906744551330433,32.44395158949078,MSW,Wednesday
2023-03-01,Odi olowo,1,0.03331426403651841,30.616906675698925,MSW,Wednesday
2023-03-01,Ilesha Garage,1,0.033143426035108614,16.56356034636051,MSW,Wednesday
2023-03-01,Ilesha Road,1,0.016980240747833754,14.41918151184704,MSW,Wednesday
2023-03-01,Oja Oba,1,0.026964956316152373,30.30275536853839,MSW,Wednesday
2023-03-01,Station Road,1,0.02616977016093374,31.058207633846294,MSW,Wednesday
2023-03-01,Dada Estate,1,0.0359916329159553,29.97045971187459,MSW,Wednesday
2023-03-01,Dele Yes Sir,1,0.020470239189235795,16.543074174889917,MSW,Wednesday
2023-03-01,West Byebass,1,0.038306130686244874,13.547678600917854,MSW,Wednesday
2023-03-01,Testing Ground,1,0.030900013860008457,32.26382314262758,MSW,Wednesday
2023-03-01,Stadium,1,0.028267284069078698,35.765898194970006,MSW,Wednesday
2023-03-01,Power Line,1,0.031049066274851954,14.531477233158022,MSW,Wednesday
2023-03-01,Kobo,1,0.021335214016524537,26.42492676809473,MSW,Wednesday
2023-03-01,Ota Efun,1,0.019373214198291307,19.202332087626154,MSW,Wednesday
2023-03-01,Aregbe,1,0.017007444345975384,28.12565848018431,MSW,Wednesday
2023-03-01,Igbona,1,0.02037549104482195,10.662972784828558,MSW,Wednesday
2023-03-01,MDS,1,0.03171909100896743,10.931367011895851,MSW,Wednesday
2023-03-02,Owode ede,1,0.01833026236369096,13.974176915651771,MSW,Thursday
2023-03-02,Abere,1,0.017190562411960382,11.63975262681412,MSW,Thursday
2023-03-02,Old Garage,1,0.0341381962342275,24.469727238436434,MSW,Thursday
2023-03-02,Alekuwodo,1,0.028195964418658834,30.718621404531433,MSW,Thursday
2023-03-02,Odi olowo,1,0.012709317831279224,22.98632856242209,MSW,Thursday
2023-03-02,Ilesha Garage,1,0.029526697344917772,34.22216744370212,MSW,Thursday
2023-03-02,Ilesha Road,1,0.03182640101681755,25.79067787120014,MSW,Thursday
2023-03-02,Oja Oba,1,0.014191576237335912,15.130015711744424,MSW,Thursday
2023-03-02,Station Road,1,0.012532302055130333,30.9785035121095,MSW,Thursday
2023-03-02,Dada Estate,1,0.03265622997429798,28.915622118052756,MSW,Thursday
2023-03-02,Dele Yes Sir,1,0.01411886217614311,15.573095854425866,MSW,Thursday
2023-03-02,West Byebass,1,0.027554352621631403,18.228749173132474,MSW,Thursday
2023-03-02,Testing Ground,1,0.017043930447790498,18.110911845892318,MSW,Thursday
2023-03-02,Stadium,1,0.028765873603652778,24.604702314722225,MSW,Thursday
2023-03-02,Power Line,1,0.010310431339944921,11.09486036797548,MSW,Thursday
2023-03-02,Kobo,1,0.013375957303122148,39.446966557262655,MSW,Thursday
2023-03-02,Ota Efun,1,0.023937713025917712,18.54344305063608,MSW,Thursday
2023-03-02,Aregbe,1,0.029578893220560655,30.9648629121138,MSW,Thursday
2023-03-02,Igbona,1,0.03320347031479014,31.804260885277003,MSW,Thursday
2023-03-02,MDS,1,0.02604300041416136,17.777322267478553,MSW,Thursday
2023-03-03,Owode ede,1,0.018844232900905006,23.657450426640867,MSW,Friday
2023-03-03,Abere,1,0.036921464112495396,22.23549204525996,MSW,Friday
2023-03-03,Old Garage,1,0.03466117676392083,33.328321710490876,MSW,Friday
2023-03-03,Alekuwodo,1,0.03134519204255352,38.200625349284,MSW,Friday
2023-03-03,Odi olowo,1,0.039798771689179446,29.449154976993242,MSW,Friday
2023-03-03,Ilesha Garage,1,0.010102608197012917,39.00313141949664,MSW,Friday
2023-03-03,Ilesha Road,1,0.02847707741293165,13.393596316418613,MSW,Friday
2023-03-03,Oja Oba,1,0.039521591391109556,35.71424807924757,MSW,Friday
2023-03-03,Station Road,1,0.034570299917078905,30.42040053110286,MSW,Friday
2023-03-03,Dada Estate,1,0.025704864535139073,26.934460954874844,MSW,Friday
2023-03-03,Dele Yes Sir,1,0.030127237836327037,17.35796106900107,MSW,Friday
2023-03-03,West Byebass,1,0.03622193557751022,28.765362222733387,MSW,Friday
2023-03-03,Testing Ground,1,0.01080914585176872,31.553686655518447,MSW,Friday
2023-03-03,Stadium,1,0.014926851771091938,24.47738843045061,MSW,Friday
2023-03-03,Power Line,1,0.03746575451791967,26.222521581551383,MSW,Friday
2023-03-03,Kobo,1,0.019646951527751408,24.130334336778915,MSW,Friday
2023-03-03,Ota Efun,1,0.02916646952531156,18.953105910219268,MSW,Friday
2023-03-03,Aregbe,1,0.017009118392626088,25.9284968407347,MSW,Friday
2023-03-03,Igbona,1,0.022841705782779997,16.093986631567596,MSW,Friday
2023-03-03,MDS,1,0.015843464824888284,32.51371906385861,MSW,Friday
2023-03-04,Owode ede,1,0.026177234393730132,12.57322771374852,MSW,Saturday
2023-03-04,Abere,1,0.025318638814031284,39.822196228005986,MSW,Saturday
2023-03-04,Old Garage,1,0.019408021318980517,16.622251215148403,MSW,Saturday
2023-03-04,Alekuwodo,1,0.010463352947100902,33.40920275888445,MSW,Saturday
2023-03-04,Odi olowo,1,0.03190238900270365,22.513872090170395,MSW,Saturday
2023-03-04,Ilesha Garage,1,0.03327549358298633,11.549638370619173,MSW,Saturday
2023-03-04,Ilesha Road,1,0.01785111233845394,18.35706385265828,MSW,Saturday
2023-03-04,Oja Oba,1,0.024419159777538734,26.38311131466373,MSW,Saturday
2023-03-04,Station Road,1,0.03172541763629669,37.942115461279485,MSW,Saturday
2023-03-04,Dada Estate,1,0.019859627073595523,33.918681587556826,MSW,Saturday
2023-03-04,Dele Yes Sir,1,0.018840255669329557,21.79909761519006,MSW,Saturday
2023-03-04,West Byebass,1,0.03885109258051447,33.3237941272705,MSW,Saturday
2023-03-04,Testing Ground,1,0.011340294335259245,17.474525053851274,MSW,Saturday
2023-03-04,Stadium,1,0.03992397671964867,37.31844003894976,MSW,Saturday
2023-03-04,Power Line,1,0.032342881230597836,15.87524544687495,MSW,Saturday
2023-03-04,Kobo,1,0.027799113247350835,19.26698898118712,MSW,Saturday
2023-03-04,Ota Efun,1,0.03744058384650107,18.715896509571344,MSW,Saturday
2023-03-04,Aregbe,1,0.02650268595724959,36.3052036953579,MSW,Saturday
2023-03-04,Igbona,1,0.02587311122216289,28.504323839372077,MSW,Saturday
2023-03-04,MDS,1,0.03173945666066164,17.818957301709055,MSW,Saturday
2023-03-05,Owode ede,1,0.01885864296408748,20.241342283668967,MSW,Sunday
2023-03-05,Abere,1,0.01729275583218328,28.752359591633137,MSW,Sunday
2023-03-05,Old Garage,1,0.010189163186405791,12.491468196298793,MSW,Sunday
2023-03-05,Alekuwodo,1,0.013575329084126658,11.080813036175222,MSW,Sunday
2023-03-05,Odi olowo,1,0.03613175278192657,15.27380151390039,MSW,Sunday
2023-03-05,Ilesha Garage,1,0.0185903320034771,24.617705876958063,MSW,Sunday
2023-03-05,Ilesha Road,1,0.022394429341407337,31.09591232953261,MSW,Sunday
2023-03-05,Oja Oba,1,0.029751182285364462,32.56360846546031,MSW,Sunday
2023-03-05,Station Road,1,0.014668521721427255,36.26186952334501,MSW,Sunday
2023-03-05,Dada Estate,1,0.017447567797539525,19.520213918697607,MSW,Sunday
2023-03-05,Dele Yes Sir,1,0.026479517781432857,39.48791455180442,MSW,Sunday
2023-03-05,West Byebass,1,0.0359891304363104,34.58263806449237,MSW,Sunday
2023-03-05,Testing Ground,1,0.036225759295109294,23.098394520233967,MSW,Sunday
2023-03-05,Stadium,1,0.023647948222909946,17.54335905464744,MSW,Sunday
2023-03-05,Power Line,1,0.023966848694070512,20.595064252826177,MSW,Sunday
2023-03-05,Kobo,1,0.010763025465641845,26.38392785977927,MSW,Sunday
